"","Var.1","Date","Town","State.Province","Latitude","Longitude","Number","Image"
"2506",1397,"03/03/06","Pinellas Park","FL",27.8,-82.7,1,NA
"2507",1398,"03/02/06","Orange","TX",30.1,-93.8,1,NA
"2508",1399,"03/02/06","Lafayette","LA",30.2,-92,1,NA
"2509",1400,"02/27/06","Wesley Chapel","FL",28.2,-82.3,1,NA
"2510",1401,"02/25/06","Baton Rouge","LA",30.4,-91.2,1,NA
"2511",1402,"02/25/06","Chattanooga","TN",35,-85.2,1,NA
"2512",1403,"02/22/06","Altoona","FL",29,-81.6,1,NA
"2513",1404,"02/14/06","Bayou la Batre","AL",30.4,-88.3,1,NA
"2514",1405,"02/14/06","Ormond Beach","FL",29.3,-81.2,1,NA
"2515",1406,"01/10/06","Miami","FL",25.8,-80.2,1,NA
"2516",1,"06/29/07","jamesburg","NJ",40.3,-74.4,1,NA
"2517",2,"06/25/07","Sexsmith","AB",55.2,-118.5,1,NA
"2518",3,"06/21/07","Eastampton","NJ",40,-74.8,1,NA
"2519",4,"06/13/07","prince george","BC",53.6,-122.5,1,NA
"2520",5,"06/12/07","Edgewood","MD",39.4,-76.3,1,NA
"2521",6,"06/09/07","Thief River Falls","MN",48.1,-96.1,1,NA
"2522",7,"06/09/07","Hartland","WI",43.1,-88.4,1,NA
"2523",8,"06/08/07","Pinnacle","NC",36.3,-80.5,1,NA
"2524",9,"06/08/07","Crescent City","CA",41.8,-124,1,NA
"2525",10,"06/02/07","Madison","WI",43.1,-89.4,1,NA
"2526",11,"06/01/07","Hermon","ME",44.7,-68.9,1,NA
"2527",12,"06/01/07","Laurie","MO",38.5,-92.8,1,NA
"2528",13,"05/31/07","Akeley","MN",47,-94.7,1,NA
"2529",14,"05/31/07","burlington","WI",42.7,-88.3,1,NA
"2530",15,"05/29/07","Chesapeake","VA",36.7,-76.2,1,NA
"2531",16,"05/29/07","New London","MN",45.3,-94.9,1,NA
"2532",17,"05/28/07","Madison","WI",43.1,-89.4,1,NA
"2533",18,"05/28/07","Shelby Township","MI",42.6,-83.1,1,NA
"2534",19,"05/27/07","Richmond","VA",37.5,-77.4,1,NA
"2535",20,"05/27/07","Omaha","NE",41.3,-95.9,1,NA
"2536",21,"05/27/07","negginan","MB",52.6,-97.2,1,NA
"2537",22,"05/27/07","Brick","NJ",40,-74.1,1,NA
"2538",23,"05/26/07","Tulsa","OK",36.1,-96,1,NA
"2539",24,"05/26/07","Land O Lakes","WI",46.2,-89.4,1,NA
"2540",25,"05/26/07","Roosevelt","MN",48.8,-95.3,1,NA
"2541",26,"05/26/07","grand rapids","MI",43,-85.7,1,NA
"2542",27,"05/26/07","Beresford","NB",47.4,-65.4,1,NA
"2543",28,"05/25/07","Herbster","WI",46.8,-91.2,1,NA
"2544",29,"05/24/07","Cochrane","ON",49,-81,1,NA
"2545",30,"05/24/07","Cadillac","MI",44.2,-85.5,1,NA
"2546",31,"05/24/07","Franklinton","NC",36.1,-78.4,1,NA
"2547",32,"05/24/07","Quispamsis","NB",45.3,-65.6,1,NA
"2548",33,"05/23/07","aberdeen richmondlake","SD",45.5,-98.5,1,NA
"2549",34,"05/23/07","Snyderville","UT",40.7,-111.5,1,NA
"2550",35,"05/23/07","Quispamsis","NB",45.3,-65.6,1,NA
"2551",36,"05/23/07","grayling","MI",44.7,-84.6,1,NA
"2552",37,"05/22/07","Cardigan","PE",46.1,-62.4,1,NA
"2553",38,"05/22/07","Carrabassett Valley","ME",45,-70.2,1,NA
"2554",39,"05/21/07","Cavendish","VT",43.4,-72.6,1,NA
"2555",40,"05/21/07","Petawawa","ON",45.5,-77.2,1,NA
"2556",41,"05/20/07","Plains","PA",41.3,-75.8,1,NA
"2557",42,"05/19/07","Rolla","ND",48.9,-99.6,1,NA
"2558",43,"05/19/07","Guysborough","NS",45.2,-61.3,1,NA
"2559",44,"05/18/07","Red Lake","ON",51,-93.5,1,NA
"2560",45,"05/18/07","Lubec","ME",44.8,-67.1,1,NA
"2561",46,"05/17/07","Thornville","OH",39.9,-82.4,1,NA
"2562",47,"05/17/07","London","ON",42.6,-81.1,1,NA
"2563",48,"05/17/07","Nipigon","ON",49,-88.2,1,NA
"2564",49,"05/16/07","Melfort","SK",52.5,-104.4,1,NA
"2565",50,"05/16/07","New Braunfels","TX",29.7,-98.1,1,NA
"2566",51,"05/16/07","webster","NY",43.2,-77.4,1,NA
"2567",52,"05/16/07","Sault Ste. Marie","ON",46.3,-84.2,1,NA
"2568",53,"05/16/07","Withrow","MN",45.1,-92.8,1,NA
"2569",54,"05/16/07","Beaumont","AB",53.2,-113.3,1,NA
"2570",55,"05/16/07","Mount Forest","ON",44,-80.7,1,NA
"2571",56,"05/16/07","Sherwood Park","AB",53.3,-113.2,1,NA
"2572",57,"05/16/07","Hartland","MI",42.6,-83.7,1,NA
"2573",58,"05/16/07","aberdeen","SD",45.5,-98.6,1,NA
"2574",59,"05/15/07","Omaha","NE",41.3,-95.9,1,NA
"2575",60,"05/15/07","Toledo","OH",41.6,-83.5,1,NA
"2576",61,"05/15/07","Clifford","ND",47.4,-97.4,1,NA
"2577",62,"05/15/07","Lower Sackville","NS",44.5,-63.4,1,NA
"2578",63,"05/15/07","Minden","NE",40.5,-98.9,1,NA
"2579",64,"05/15/07","Bourbonnais","IL",41.2,-87.9,1,NA
"2580",65,"05/15/07","Woodstock","ON",43.1,-80.5,1,NA
"2581",66,"05/15/07","Saskatoon","SK",52.1,-106.4,1,NA
"2582",67,"05/15/07","Port Perry","ON",44.1,-78.6,1,NA
"2583",68,"05/15/07","Sioux City","IA",42.5,-96.4,1,NA
"2584",69,"05/15/07","Cedarville","MI",46,-84.3,1,NA
"2585",70,"05/14/07","Gardner","MA",42.6,-72,1,NA
"2586",71,"05/14/07","Kenabeek","ON",47.4,-79.6,1,NA
"2587",72,"05/14/07","Yorkton","SK",51.1,-102.3,1,NA
"2588",73,"05/14/07","Tillsonburg","ON",42.5,-80.4,1,NA
"2589",74,"05/14/07","Ottawa","ON",45.2,-75.5,1,NA
"2590",75,"05/14/07","Lower Kintore","NB",46.4,-67.4,1,NA
"2591",76,"05/14/07","Thunder Bay","ON",48.4,-89.3,1,NA
"2592",77,"05/14/07","Cherry Hill","NJ",39.9,-75,1,NA
"2593",78,"05/14/07","Smeaton","SK",53.3,-104.5,1,NA
"2594",79,"05/14/07","Slave Lake","AB",55.2,-114.5,1,NA
"2595",80,"05/14/07","Saltcoats","SK",51,-102.1,1,NA
"2596",81,"05/14/07","New Prague","MN",44.5,-93.6,1,NA
"2597",82,"05/14/07","Fairfield","CT",41.2,-73.3,1,NA
"2598",83,"05/13/07","Moncton","NB",46.1,-64.5,1,NA
"2599",84,"05/13/07","Bruce Mines","ON",46.2,-83.5,1,NA
"2600",85,"05/13/07","Francis","SK",50.1,-103.5,1,NA
"2601",86,"05/13/07","Manitowoc","WI",44.1,-87.7,1,NA
"2602",87,"05/13/07","Grant","MN",45.1,-92.9,1,NA
"2603",88,"05/13/07","Wadena","SK",51.6,-103.5,1,NA
"2604",89,"05/13/07","Montague","PE",46.1,-62.4,1,NA
"2605",90,"05/13/07","London","ON",43,-81.2,1,NA
"2606",91,"05/13/07","Candle Lake","SK",53.5,-105.2,1,NA
"2607",92,"05/13/07","Cambridge","ON",43.2,-80.2,1,NA
"2608",93,"05/13/07","Oxdrift","ON",49.5,-92.6,1,NA
"2609",94,"05/13/07","Vermilion Bay","ON",49.5,-93.2,1,NA
"2610",95,"05/13/07","Slave Lake","AB",55.2,-114.5,1,NA
"2611",96,"05/13/07","Prince Albert","SK",53.1,-105.5,1,NA
"2612",97,"05/13/07","Englefeld","SK",52.2,-104.7,1,NA
"2613",98,"05/13/07","Shellbrook","SK",53.1,-106.2,1,NA
"2614",99,"05/13/07","Hull","MA",42.3,-70.9,1,NA
"2615",100,"05/13/07","Columbus","MI",42.9,-82.7,1,NA
"2616",101,"05/13/07","Bracebridge","ON",45,-79.2,1,NA
"2617",102,"05/13/07","Pickering","ON",43.9,-79.1,1,NA
"2618",103,"05/13/07","Candle Lake","SK",53.5,-105.2,1,NA
"2619",104,"05/13/07","Marne","MI",43.1,-85.9,1,NA
"2620",105,"05/12/07","Somerville","NB",46.2,-67.3,1,NA
"2621",106,"05/12/07","LAPEER","MI",43.1,-83.3,1,NA
"2622",107,"05/12/07","Edina","MN",44.9,-93.4,1,NA
"2623",108,"05/12/07","Montevideo","MN",45,-95.6,1,NA
"2624",109,"05/12/07","Lysander","NY",43.2,-76.4,1,NA
"2625",110,"05/12/07","Corbeil","ON",46.2,-79.2,1,NA
"2626",111,"05/12/07","Vernon Hills","IL",42.2,-88,1,NA
"2627",112,"05/12/07","Carlton","MN",46.6,-92.6,1,NA
"2628",113,"05/12/07","Monmouth","ME",44.2,-70,1,NA
"2629",114,"05/12/07","sydney","NS",46.1,-60.1,1,NA
"2630",115,"05/12/07","Stoneham","QC",47,-71.2,1,NA
"2631",116,"05/12/07","Poland","ME",44.1,-70.4,1,NA
"2632",117,"05/12/07","Fort Fairfield","ME",46.8,-67.9,1,NA
"2633",118,"05/12/07","Châteauguay","QC",45.4,-73.8,1,NA
"2634",119,"05/12/07","Waterville","QC",45.2,-71.5,1,NA
"2635",120,"05/12/07","St-Mathieu du Parc","QC",46.6,-72.9,1,NA
"2636",121,"05/12/07","Fredericton","NB",45.6,-66.4,1,NA
"2637",122,"05/12/07","Sussex","NB",45.4,-65.3,1,NA
"2638",123,"05/12/07","Victoria Beach","MB",50.4,-96.3,1,NA
"2639",124,"05/12/07","Rocky River","OH",41.5,-81.9,1,NA
"2640",125,"05/12/07","Smithfield,","RI",41.9,-71.5,1,NA
"2641",126,"05/12/07","St. Stephen","NB",45.1,-67.2,1,NA
"2642",127,"05/12/07","Lake Audy","MB",50.4,-100.1,1,NA
"2643",128,"05/12/07","Longueuil","QC",45.3,-73.3,1,NA
"2644",129,"05/12/07","Vaudreuil-Dorion","QC",45.2,-74,1,NA
"2645",130,"05/12/07","Miramichi","NB",47,-65.1,1,NA
"2646",131,"05/12/07","Saint John","NB",45.2,-66,1,NA
"2647",132,"05/12/07","Swan River","MB",52,-101.2,1,NA
"2648",133,"05/12/07","Lake Cook, Morin Heights","QC",45.9,-74.3,1,NA
"2649",134,"05/11/07","Yonkers","NY",40.9,-73.9,1,NA
"2650",135,"05/11/07","Mariapolis","MB",49.2,-98.6,1,NA
"2651",136,"05/11/07","Fall River","NS",44.5,-63.4,1,NA
"2652",137,"05/11/07","Windsor","NS",44.6,-64.1,1,NA
"2653",138,"05/11/07","New Maryland","NB",45.5,-66.4,1,NA
"2654",139,"05/11/07","Island Falls","ME",46,-68.3,1,NA
"2655",140,"05/11/07","London","ON",43,-81.2,1,NA
"2656",141,"05/11/07","Zimmerman","MN",45.5,-93.6,1,NA
"2657",142,"05/11/07","Thunder Bay","ON",48.4,-89.3,1,NA
"2658",143,"05/11/07","Fredericton","NB",45.6,-66.4,1,NA
"2659",144,"05/11/07","Gilford","NH",43.6,-71.4,1,NA
"2660",145,"05/11/07","shubenacadie","NS",45.1,-63.4,1,NA
"2661",146,"05/11/07","Pelkie","MI",46.7,-88.6,1,NA
"2662",147,"05/11/07","Lapeer","MI",43.1,-83.3,1,NA
"2663",148,"05/11/07","Genoa Township","MI",42.6,-83.9,1,NA
"2664",149,"05/11/07","Orrington","ME",44.7,-68.8,1,NA
"2665",150,"05/11/07","Burlington","ON",43.2,-79.5,1,NA
"2666",151,"05/11/07","Arthurette","NB",46.5,-67.3,1,NA
"2667",152,"05/11/07","marysville","MI",42.9,-82.5,1,NA
"2668",153,"05/11/07","St. Louis","SK",52.6,-105.5,1,NA
"2669",154,"05/11/07","Porter","ME",43.8,-70.9,1,NA
"2670",155,"05/11/07","Winnipeg","MB",49.5,-97.1,1,NA
"2671",156,"05/11/07","Aurora","ON",44,-79.3,1,NA
"2672",157,"05/11/07","International Falls","MN",48.5,-93.3,1,NA
"2673",158,"05/11/07","Kelvington","SK",52.1,-103.3,1,NA
"2674",159,"05/11/07","Lubec","ME",44.8,-67.1,1,NA
"2675",160,"05/11/07","Murray Harbour","PE",46,-62.3,1,NA
"2676",161,"05/11/07","St-Alphonse-de-Granby","QC",45.3,-72.8,1,NA
"2677",162,"05/11/07","MADOC","ON",44.3,-77.3,1,NA
"2678",163,"05/11/07","Moncton","NB",46.1,-64.5,1,NA
"2679",164,"05/11/07","Kenora","ON",49.5,-94.3,1,NA
"2680",165,"05/11/07","Riviere-a-la-truite","NB",47.5,-68.5,1,NA
"2681",166,"05/11/07","Elliot Lake","ON",46.2,-82.4,1,NA
"2682",167,"05/11/07","Stony Plain","AB",53.3,-114,1,NA
"2683",168,"05/11/07","LaSalle","ON",42.1,-83.1,1,NA
"2684",169,"05/11/07","Three Hills","AB",51.4,-113.2,1,NA
"2685",170,"05/11/07","Rolla","ND",48.9,-99.6,1,NA
"2686",171,"05/11/07","Manotick","ON",45.2,-75.7,1,NA
"2687",172,"05/10/07","Georgetown","KY",38.2,-84.5,1,NA
"2688",173,"05/10/07","Lunenburg","NS",44.2,-64.2,1,NA
"2689",174,"05/10/07","Schenectady","NY",42.8,-73.9,1,NA
"2690",175,"05/10/07","Stoney Creek","ON",43.1,-79.5,1,NA
"2691",176,"05/10/07","Brandon","SD",43.6,-96.6,1,NA
"2692",177,"05/10/07","Shorewood","MN",44.9,-93.6,1,NA
"2693",178,"05/10/07","Sterling Heights","MI",42.6,-83.1,1,NA
"2694",179,"05/10/07","Jackson","MI",42.3,-84.4,1,NA
"2695",180,"05/10/07","Haliburton","ON",45,-78.3,1,NA
"2696",181,"05/10/07","Cotton","MN",47.2,-92.4,1,NA
"2697",182,"05/10/07","Thunder Bay","ON",48.4,-89.3,1,NA
"2698",183,"05/10/07","Woodstock","NB",46.1,-67.4,1,NA
"2699",184,"05/10/07","Gladwyn","NB",46.5,-67.3,1,NA
"2700",185,"05/10/07","Fishkill","NY",41.5,-73.9,1,NA
"2701",186,"05/10/07","Johnson Lake","NE",41.9,-102.7,1,NA
"2702",187,"05/10/07","Ely","MN",47.9,-91.9,1,NA
"2703",188,"05/10/07","Digby","NS",44.4,-65.5,1,NA
"2704",189,"05/10/07","Gray","ME",43.9,-70.3,1,NA
"2705",190,"05/10/07","Bright's Grove","ON",43,-82.3,1,NA
"2706",191,"05/10/07","Schreiber","ON",48.5,-87.2,1,NA
"2707",192,"05/10/07","Hackensack","MN",47,-94.5,1,NA
"2708",193,"05/10/07","Jackson's Point","ON",44.3,-79.4,1,NA
"2709",194,"05/10/07","Corinth","VT",44,-72.3,1,NA
"2710",195,"05/10/07","Stone Lake","WI",45.8,-91.5,1,NA
"2711",196,"05/10/07","shawneetown","IL",37.7,-88.2,1,NA
"2712",197,"05/09/07","Brunswick","OH",41.2,-81.8,1,NA
"2713",198,"05/09/07","Brooks","ME",44.6,-69.1,1,NA
"2714",199,"05/09/07","Gwinn","MI",46.3,-87.5,1,NA
"2715",200,"05/09/07","Cannington","ON",44.2,-79,1,NA
"2716",201,"05/09/07","Rochester","NY",43.2,-77.6,1,NA
"2717",202,"05/09/07","Brookston","IN",40.6,-86.9,1,NA
"2718",203,"05/09/07","Sylvania","OH",41.7,-83.7,1,NA
"2719",204,"05/09/07","Tranquility","NJ",41,-74.8,1,NA
"2720",205,"05/09/07","Wakeman","OH",41.2,-82.4,1,NA
"2721",206,"05/09/07","Hoagland","IN",40.9,-85,1,NA
"2722",207,"05/09/07","New Brighton","MN",45.1,-93.2,1,NA
"2723",208,"05/09/07","Wilno","ON",45.3,-77.3,1,NA
"2724",209,"05/09/07","St. John","ND",48.9,-99.6,1,NA
"2725",210,"05/09/07","Constantia","NY",43.3,-76,1,NA
"2726",211,"05/09/07","Unity","ME",44.6,-69.3,1,NA
"2727",212,"05/09/07","Willmar","MN",45.2,-95.1,1,NA
"2728",213,"05/09/07","Innisfil","ON",44.3,-79.6,1,NA
"2729",214,"05/09/07","Richmond","VT",44.4,-73,1,NA
"2730",215,"05/09/07","Hibbing","MN",47.4,-93,1,NA
"2731",216,"05/09/07","Eau Claire","WI",44.7,-91.5,1,NA
"2732",217,"05/09/07","Casco","MI",42.8,-82.7,1,NA
"2733",218,"05/09/07","Milford","ME",44.9,-68.5,1,NA
"2734",219,"05/09/07","Washburn","WI",46.7,-91,1,NA
"2735",220,"05/09/07","Clayton","WI",45.3,-92.1,1,NA
"2736",221,"05/08/07","St Sauveur des Monts","QC",45.9,-74.2,1,NA
"2737",222,"05/08/07","Wild Rose","WI",44.2,-89.2,1,NA
"2738",223,"05/08/07","Belleville","MI",42.2,-83.5,1,NA
"2739",224,"05/08/07","Redwood","NY",44.3,-75.8,1,NA
"2740",225,"05/08/07","Woodstock","NY",42.1,-74.1,1,NA
"2741",226,"05/08/07","Burnham","ME",44.7,-69.4,1,NA
"2742",227,"05/08/07","Bartlett","NH",44.1,-71.3,1,NA
"2743",228,"05/08/07","Kerrick","MN",46.4,-92.5,1,NA
"2744",229,"05/08/07","Manistique","MI",46.2,-86.3,1,NA
"2745",230,"05/08/07","Bowdoin","ME",44.1,-70,1,NA
"2746",231,"05/08/07","Brant Lake","NY",43.7,-73.8,1,NA
"2747",232,"05/08/07","Chassell","MI",47,-88.6,1,NA
"2748",233,"05/08/07","Rockwood","ON",43.4,-80.1,1,NA
"2749",234,"05/08/07","Wadena","MN",46.5,-95.1,1,NA
"2750",235,"05/08/07","Nédelec","QC",47.4,-79.3,1,NA
"2751",236,"05/08/07","Phoenix","NY",43.3,-76.3,1,NA
"2752",237,"05/08/07","Wakefield","MI",46.5,-89.9,1,NA
"2753",238,"05/08/07","Milo","ME",45.3,-68.9,1,NA
"2754",239,"05/08/07","Newberry","MI",46.4,-85.5,1,NA
"2755",240,"05/08/07","Ishpeming","MI",46.5,-87.7,1,NA
"2756",241,"05/08/07","Bracebridge","ON",45,-79.2,1,NA
"2757",242,"05/08/07","Drummond Island","MI",46,-83.7,1,NA
"2758",243,"05/08/07","Annan","ON",44.4,-80.5,1,NA
"2759",244,"05/08/07","Maple Grove","MN",45.1,-93.4,1,NA
"2760",245,"05/08/07","Cloquet","MN",46.8,-92.5,1,NA
"2761",246,"05/08/07","AuTrain","MI",46.3,-86.8,1,NA
"2762",247,"05/08/07","Lyman","NH",44.3,-71.9,1,NA
"2763",248,"05/08/07","McMillan","MI",46.3,-85.7,1,NA
"2764",249,"05/08/07","wakefield","MI",46.5,-89.9,1,NA
"2765",250,"05/08/07","Hartington","ON",44.3,-76.4,1,NA
"2766",251,"05/08/07","Oshawa","ON",43.5,-78.5,1,NA
"2767",252,"05/08/07","Innisfil","ON",44.2,-79.4,1,NA
"2768",253,"05/08/07","Liverpool","NY",43.1,-76.2,1,NA
"2769",254,"05/08/07","New London","MN",45.3,-94.9,1,NA
"2770",255,"05/08/07","dayton","OH",39.8,-84.2,1,NA
"2771",256,"05/08/07","Walker","MN",47.1,-94.5,1,NA
"2772",257,"05/08/07","PORTAGE","MB",50,-98.3,1,NA
"2773",258,"05/08/07","New London","MN",45.3,-94.9,1,NA
"2774",259,"05/08/07","French Lake","NB",45.5,-66.3,1,NA
"2775",260,"05/08/07","Ste-Sophie","QC",45.8,-73.9,1,NA
"2776",261,"05/08/07","Stockton","IL",42.3,-90,1,NA
"2777",262,"05/08/07","mankato","MN",44.1,-94,1,NA
"2778",263,"05/08/07","Waukesha","WI",43,-88.2,1,NA
"2779",264,"05/08/07","Midland","TX",32,-102.1,1,NA
"2780",265,"05/08/07","Richville","MN",46.5,-95.6,1,NA
"2781",266,"05/08/07","Salina","KS",38.9,-97.7,1,NA
"2782",267,"05/08/07","Hermon","ME",44.8,-68.9,1,NA
"2783",268,"05/08/07","Sundridge","ON",45.8,-79.4,1,NA
"2784",269,"05/08/07","Breadalbane","NB",45.1,-66.9,1,NA
"2785",270,"05/08/07","Miramichi","NB",47,-65.5,1,NA
"2786",271,"05/08/07","Waterside","NB",45.6,-64.8,1,NA
"2787",272,"05/08/07","ROTHESAY","NB",45.4,-66,1,NA
"2788",273,"05/08/07","Westmoreland","NY",43.1,-75.5,1,NA
"2789",274,"05/08/07","St-Ignace-de-Loyola","QC",46.1,-73.1,1,NA
"2790",275,"05/08/07","Middle Island","NY",40.9,-73,1,NA
"2791",276,"05/08/07","Roscommon","MI",44.4,-84.6,1,NA
"2792",277,"05/08/07","Mountain top","PA",41.1,-76,1,NA
"2793",278,"05/07/07","Caroga Lake","NY",43.3,-74.5,1,NA
"2794",279,"05/07/07","West Boothbay Harbor","ME",43.9,-69.7,1,NA
"2795",280,"05/07/07","sandy hook","CT",41.4,-73.2,1,NA
"2796",281,"05/07/07","Hebron","ME",44.2,-70.4,1,NA
"2797",282,"05/07/07","Rosseau","ON",45.2,-79.4,1,NA
"2798",283,"05/07/07","Oakville","ON",43.3,-79.4,1,NA
"2799",284,"05/07/07","Sarnia","ON",42.6,-82.2,1,NA
"2800",285,"05/07/07","Melrose","MN",45.6,-94.8,1,NA
"2801",286,"05/07/07","Cambridge","IL",41.3,-90.2,1,NA
"2802",287,"05/07/07","Center Ossipee","NH",43.8,-71.1,1,NA
"2803",288,"05/07/07","Menchalville","WI",44.2,-88,1,NA
"2804",289,"05/07/07","Fergus Falls","MN",46.3,-96.1,1,NA
"2805",290,"05/07/07","Gilbert","MN",47.5,-92.4,1,NA
"2806",291,"05/07/07","Lubec","ME",44.8,-67.1,1,NA
"2807",292,"05/07/07","Beamsville","ON",43.1,-79.3,1,NA
"2808",293,"05/07/07","Lewiston","ME",44.1,-70.2,1,NA
"2809",294,"05/07/07","Fairport","NY",43.1,-77.4,1,NA
"2810",295,"05/07/07","Brownville","NY",44,-75.9,1,NA
"2811",296,"05/07/07","Bagley","MN",47.4,-95.4,1,NA
"2812",297,"05/07/07","Toledo","OH",41.6,-83.5,1,NA
"2813",298,"05/07/07","DeWitt","IA",41.8,-90.5,1,NA
"2814",299,"05/07/07","Gansevoort","NY",43.2,-73.7,1,NA
"2815",300,"05/07/07","Underhill","VT",44.5,-72.9,1,NA
"2816",301,"05/07/07","Lawrence","KS",39,-95.2,1,NA
"2817",302,"05/07/07","Sabrevois","QC",45.1,-73.1,1,NA
"2818",303,"05/07/07","Listowel","ON",43.4,-80.6,1,NA
"2819",304,"05/07/07","Arlington","VT",43.1,-73.2,1,NA
"2820",305,"05/07/07","Madrid","ME",44.8,-70.4,1,NA
"2821",306,"05/07/07","Blissfield","MI",41.8,-83.9,1,NA
"2822",307,"05/07/07","East Haven","CT",41.3,-72.9,1,NA
"2823",308,"05/07/07","Lake Geneva","WI",42.6,-88.5,1,NA
"2824",309,"05/07/07","New London","MN",45.3,-94.9,1,NA
"2825",310,"05/07/07","Maryville","TN",35.7,-84.1,1,NA
"2826",311,"05/07/07","Bracebridge","ON",45,-79.2,1,NA
"2827",312,"05/06/07","Norwich","VT",43.8,-72.3,1,NA
"2828",313,"05/06/07","New Boston","NH",43,-71.7,1,NA
"2829",314,"05/06/07","Wallaceburg","ON",42.6,-82.4,1,NA
"2830",315,"05/06/07","Beach Park","IL",42.5,-87.9,1,NA
"2831",316,"05/06/07","Osage","IA",43.3,-92.8,1,NA
"2832",317,"05/06/07","Bay City","MI",43.6,-84,1,NA
"2833",318,"05/06/07","Middlebury","VT",44,-73.2,1,NA
"2834",319,"05/06/07","Chester","NS",44.3,-64.2,1,NA
"2835",320,"05/06/07","Brookston","IN",40.6,-86.9,1,NA
"2836",321,"05/06/07","Kalamazoo","MI",42.2,-85.5,1,NA
"2837",322,"05/06/07","union mills","IN",41.5,-86.8,1,NA
"2838",323,"05/06/07","Northfield Center","OH",41.3,-81.5,1,NA
"2839",324,"05/06/07","Turner","MI",44.1,-83.7,1,NA
"2840",325,"05/06/07","Columbiaville","MI",43.2,-83.4,1,NA
"2841",326,"05/06/07","Rensselaer","NY",42.6,-73.7,1,NA
"2842",327,"05/06/07","Buhler","KS",38.1,-97.7,1,NA
"2843",328,"05/06/07","Barnes","WI",46.3,-91.5,1,NA
"2844",329,"05/06/07","Gravenhurst","ON",44.6,-79.2,1,NA
"2845",330,"05/06/07","Carroll","IA",42.1,-94.9,1,NA
"2846",331,"05/06/07","Eagle River","WI",45.9,-89.3,1,NA
"2847",332,"05/06/07","Melrose","WI",44.1,-91.1,1,NA
"2848",333,"05/06/07","Richfield","OH",41.2,-81.6,1,NA
"2849",334,"05/06/07","Stephens City","VA",39.1,-78.2,1,NA
"2850",335,"05/06/07","saint clair Shor","MI",42.5,-82.9,1,NA
"2851",336,"05/06/07","monona","WI",43.1,-89.3,1,NA
"2852",337,"05/06/07","Granville","OH",40.1,-82.5,1,NA
"2853",338,"05/06/07","Melrose","WI",44.1,-91.1,1,NA
"2854",339,"05/06/07","Brainerd","MN",46.4,-94.2,1,NA
"2855",340,"05/06/07","Webster","NY",43.2,-77.4,1,NA
"2856",341,"05/06/07","Canton","MI",42.3,-83.5,1,NA
"2857",342,"05/06/07","Traverse City","MI",44.8,-85.7,1,NA
"2858",343,"05/06/07","Monroeville, Pa","PA",40.4,-79.8,1,NA
"2859",344,"05/05/07","Cornwall","NY",41.4,-74,1,NA
"2860",345,"05/05/07","Berrien Springs","MI",41.9,-86.4,1,NA
"2861",346,"05/05/07","Cobourg","ON",43.6,-78.1,1,NA
"2862",347,"05/05/07","Amsterdam","NY",42.9,-74.2,1,NA
"2863",348,"05/05/07","Halcottsville","NY",42.2,-74.6,1,NA
"2864",349,"05/05/07","Bridport","VT",43.9,-73.4,1,NA
"2865",350,"05/05/07","Spirit  Lake","IA",43.4,-95.1,1,NA
"2866",351,"05/05/07","Stanton","IA",41,-95.1,1,NA
"2867",352,"05/05/07","warwick","RI",41.7,-71.5,1,NA
"2868",353,"05/05/07","Woodbine","IA",41.7,-95.7,1,NA
"2869",354,"05/05/07","Fairhaven","MA",41.6,-70.9,1,NA
"2870",355,"05/05/07","Manhattan","KS",39.2,-96.6,1,NA
"2871",356,"05/05/07","McClelland","IA",41.3,-95.7,1,NA
"2872",357,"05/05/07","Tustin","MI",44.1,-85.5,1,NA
"2873",358,"05/05/07","Bradley","IL",41.1,-87.9,1,NA
"2874",359,"05/05/07","Prairie Village","KS",37.7,-97.1,1,NA
"2875",360,"05/05/07","Denison","IA",42,-95.4,1,NA
"2876",361,"05/05/07","Mount Morris","NY",42.7,-77.9,1,NA
"2877",362,"05/05/07","colchester","CT",41.6,-72.3,1,NA
"2878",363,"05/05/07","Auburn","NY",42.9,-76.6,1,NA
"2879",364,"05/05/07","shokan","NY",42,-74.2,1,NA
"2880",365,"05/05/07","hammond","NY",44.4,-75.7,1,NA
"2881",366,"05/05/07","Sarnia","ON",42.6,-82.2,1,NA
"2882",367,"05/05/07","Weston","WI",44.9,-89.5,1,NA
"2883",368,"05/05/07","Presqu'ile Provincial Park","ON",44,-77.7,1,NA
"2884",369,"05/05/07","Newcastle","ON",43.9,-78.6,1,NA
"2885",370,"05/05/07","Bernhards Bay","NY",43.3,-75.9,1,NA
"2886",371,"05/05/07","Braidwood","IL",41.2,-88.2,1,NA
"2887",372,"05/04/07","Coventry","CT",41.8,-72.3,1,NA
"2888",373,"05/04/07","Waterford","MI",42.6,-83.4,1,NA
"2889",374,"05/04/07","Trenton","ON",44.1,-77.4,1,NA
"2890",375,"05/04/07","West Springfield   Ma.","MA",42.1,-72.7,1,NA
"2891",376,"05/04/07","Delmar","NY",42.6,-73.9,1,NA
"2892",377,"05/04/07","Cloverton","MN",46.2,-92.3,1,NA
"2893",378,"05/04/07","Johnson City","NY",42.2,-76,1,NA
"2894",379,"05/04/07","Spirit Lake","IA",43.4,-95.1,1,NA
"2895",380,"05/04/07","Digby","NS",44.4,-65.5,1,NA
"2896",381,"05/04/07","Northport","ME",44.3,-69,1,NA
